orginal_tree_names,names_to_use,status,accepted_names,SporeType,Motility,phylum,class,order,family,genus,Life_style,trophicMode,guild,simpleFunct,SporeVolume,spore_length,spore_width,SporeArea,Q_ratio,Number_of_guilds,information,X,X.1,X.2,solving
Rhizopogon fuscorubens,Rhizopogon fuscorubens,ACCEPTED,Rhizopogon fuscorubens,NA,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,NA,NA,NA,NA,NA,NA,,,,Rhizopogon fuscorubens_NA_NA
Rhizopogon hawkerae,Rhizopogon hawkerae,ACCEPTED,Rhizopogon hawkerae,Meiospores,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,7.25,2.5,NA,NA,NA,https://www.natruffling.org/pogeykey.htm,,,,Rhizopogon hawkerae_7.25_2.5
Rhizopogon parksii,Rhizopogon parksii,ACCEPTED,Rhizopogon parksii,Meiospores,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,5.5,2.65,NA,NA,NA,https://www.natruffling.org/pogeykey.htm,,,,Rhizopogon parksii_5.5_2.65
Rhizopogon rudus,Rhizopogon rudus,ACCEPTED,Rhizopogon rudus,NA,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,NA,NA,NA,NA,NA,NA,,,,Rhizopogon rudus_NA_NA
Rhizopogon salebrosus,Rhizopogon salebrosus,ACCEPTED,Rhizopogon salebrosus,Meiospores,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,7.5,2.75,NA,NA,NA,"Rhizopogon salebrosus is a member of the order Boletales, and the genus is the sister taxon to Suillus.  It is an ectomycorrhizal symbiont, and like other fungi in this functional guild it is an important mutualist that provides mineral nutrients to its host in exchange for photosynthetically produced sugars. Pinus spp are its primary hosts, and it is commonly found associated with them throughout Western North America in both young and mature forest settings. Rhizopogon salebrosus is also host to the parasitic plant Pterospora andromedea, which obtains carbon indirectly from pine trees through the shared connection to R. salebrosus. This epiparasitic plant is specifically associated with Rhizopogon salebrosus and a few closely related species. In fact the isolate used for the genomic sequence was isolated from the roots of Pterospora andromedea.  The highly specific pattern of host specialization is typical of epiparasitim interactions in the Monotropoidea, the subfamily that contains Pterospora.R. salebrosus produces an underground truffle-like fruiting body that are dispersed through mycophagy by a diversity of mammals including squirrels, voles, mice, marmots, deer, and bears. The spores, once deposited in the soil, form long-lived spore banks that colonize pine seedlings following disturbance and serve an important role in forest regeneration.",https://www.natruffling.org/pogeykey.htm,,,Rhizopogon salebrosus_7.5_2.75
Rhizopogon sp. AM2018a,Rhizopogon sp. AM2018a,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhizopogon sp. AM2018a_NA_NA
Rhizopogon vesiculosus,Rhizopogon vesiculosus,ACCEPTED,Rhizopogon vesiculosus,NA,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,NA,NA,NA,NA,NA,"Rhizopogon vesiculosus Smith is an ectomycorrhizal (EM) fungus in family Rhizopogonaceae of order Boletales.  Genus Rhizopogon produce sexual basidiospores within hypogeous sporocarps (false truffles) and rely upon excavation and consumption of these sporocarps by mammals for spore dispersal. While genus Rhizopogon associates with many EM host trees in family Pinaceae, R. vesiculosus is an obligate EM symbiont of Pseudotsuga menziesii (Douglas fir) (Massicotte et al. 1994). Along with its sister species, Rhizopogon vinicolor, R. vesiculosus makes up a major component of the  EM fungal community colonizing the roots of P. menziesii across all forest age classes (Twieg et al. 2007) and is especially abundant in young stands following disturbance (Luoma et al. 2006).  P. menziesii is a tree of major ecological and economic importance. It is a dominant overstory tree in coniferous forests of the North American Pacific Northwest and it has been planted on a global scale as a source of high quality timber. Rhizopogon vesiculosus occurs throughout the natural  range of P. menziesii in coastal western North America and is an important factor in the establishment and maintenance of P. menziesii forests.   R. vesiculosus and R. vinicolor produce sporocarps that are difficult to distinguish morphologically yet they differ greatly in life history. They can occur in relatively equal abundance when found at the same site but R. vinicolor typically produces smaller genets and possesses little population structure on the landscape scale while R. vesiculosus produces larger genets and shows patterns of inbreeding at the landscape scale (Kretzer et al. 2005, Beiler et al. 2010, Dunham et al. 2013). Rhizopogon vinicolor also undergoes vertical partitioning into a realized niche in the upper soil horizon when co-occuring with R. vesiculosus as the result of competitive interactions (Beiler et al. 2012, Mujic et al. 2016). The differential population structure of R. vesiculosus and R. vinicolor might be explained by the greater likelihood of R. vesiculosus mating with a close relative due to its larger genet size (Dunham et al. 2013) or by selective pressure for outcrossing in R. vinicolor (Mujic et al. 2016). Genome assemblies will provide additional insight into the differential population structure of these fungi by providing an opportunity for the investigation of their mating systems.  At the broader scale, the genomes of Rhizopogon vesiculosus and Rhizopogon vinicolor will allow deeper inquiry into the ecology and evolutionary biology of sympatric EM sister species. They will enable phylogenomic and population genomic studies of genus Rhizopogon and will allow for the study of genetic mechanisms that underly EM host specificity. ; References ; Beiler, K. J., D. M. Durall, S. W. Simard, S. A. Maxwell, and A. M. Kretzer. 2010. Architecture of the wood-wide web: Rhizopogon spp. genets link multiple Douglas-fir cohorts. New Phytologist 185(2): 543-553.  Beiler, K. J., S. W. Simard, V. LeMay, and D. M. Durall. 2012. Vertical Partitioning between Sister Species of Rhizopogon Fungi on Mesic and Xeric Sites in an Interior Douglas-Fir Forest. Molecular Ecology 21 (24): 6163-74. doi:10.1111/mec.12076.  Dunham, S. M., A. B. Mujic, J. W. Spatafora, and A. M. Kretzer. 2013. Within-Population Genetic Structure Differs between Two Sympatric Sister-Species of Ectomycorrhizal Fungi, Rhizopogon vinicolor and R. vesiculosus. Mycologia 105 (4): 814-26. doi:10.3852/12-265.  Kretzer, A. M., S. Dunham, R. Molina, J. W. Spatafora. 2005. Patterns of vegetative growth and gene flow in Rhizopogon vinicolor and R. vesiculosus (Boletales, Basidiomycota). Molecular Ecology 14(8): 2259-2268.  Luoma, Daniel L, Christopher A Stockdale, Randy Molina, and Joyce L Eberhart. 2006. The Spatial Influence of Pseudotsuga menziesii Retention Trees on Ectomycorrhiza Diversity. Canadian Journal of Forest Research 36 (10): 2561-73. doi:10.1139/x06-143.  Massicotte, Hugues B., Randy Molina, Daniel L. Luoma, and Jane E. Smith. 1994. Biology of the Ectomycorrhizal Genus, Rhizopogon II. Patterns of host-fungus specificity following spore inoculation of diverse hosts grown in monoculture and dual culture. New Phytologist 126 (4): 677-90. doi:10.1111/j.1469-8137.1994.tb02962.x.  Mujic, A. B., D. M. Durrall, J. W. Spatafora, and P. G. Kennedy. 2016. Competitive avoidance not        edaphic specialization drives vertical niche partitioning among sister species of ectomycorrhizal       fungi. New Phytologist 209(3): 1174-83. doi: 10.1111/nph.13677.  Twieg, Brendan D., Daniel M. Durall, and Suzanne W. Simard. 2007. Ectomycorrhizal Fungal  Succession in Mixed Temperate Forests. New Phytologist 176 (2): 437-47. doi:10.1111/j.1469-8137.2007.02173.x.",I did not find spore data,,,Rhizopogon vesiculosus_NA_NA
Rhizopogon villosulus,Rhizopogon villosulus,ACCEPTED,Rhizopogon villosulus,Meiospores,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,6.75,2.45,NA,NA,NA,http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=290489,,,,Rhizopogon villosulus_6.75_2.45
Rhizopogon vinicolor,Rhizopogon vinicolor,ACCEPTED,Rhizopogon vinicolor,Meiospores,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,6.75,3.5,NA,NA,NA,"Rhizopogon vinicolor Smith is an ectomycorrhizal (EM) fungus in family Rhizopogonaceae of order Boletales.  Genus Rhizopogon produce sexual basidiospores within hypogeous sporocarps (false truffles) and rely upon excavation and consumption of these sporocarps by mammals for spore dispersal. While genus Rhizopogon associates with many EM host trees in family Pinaceae, R. vinicolor is an obligate EM symbiont of Pseudotsuga menziesii (Douglas fir) (Massicotte et al. 1994). Along with its sister species, Rhizopogon vesiculosus, R. vinicolor makes up a major component of the EM fungal community colonizing the roots of P. menziesii across all forest age classes (Twieg et al 2007) and is especially abundant in young stands following disturbance (Luoma et al 2006).  P. menziesii is a tree of major ecological and economic importance. It is a dominant overstory tree in coniferous forests of the North American Pacific Northwest and it has been planted on a global scale as a source of high quality timber.  R. vinicolor occurs throughout the natural and introduced range of P. menziesii and is an important factor in the establishment and maintenance of P. menziesii forests.   R. vinicolor and R. vesiculosus produce sporocarps that are difficult to distinguish morphologically yet they differ greatly in life history. They can occur in relatively equal abundance when found at the same site but R. vinicolor typically produces smaller genets and possesses little population structure on the landscape scale while R. vesiculosus produces larger genets and shows patterns of inbreeding at the landscape scale (Kretzer et al 2005, Beiler et al 2010, Dunham et al 2013). In addition to producing smaller genets in width, R. vinicolor explores the soil to a lesser depth than R. vesiculosus and displays vertical partitioning into the upper soil horizon when co-occuring with R. vesiculosus (Beiler et al. 2012).  The genome of Rhizopogon vinicolor will enable phylogenomic and population genomic studies of genus Rhizopogon and will allow for the study of genetic mechanisms that underly EM host specificity.  Along with the genome of Rhizopogon vesiculosus, this genome will allow deeper inquiry into the ecology and evolutionary biology of sympatric EM sister species.",https://www.natruffling.org/pogeykey.htm,,,Rhizopogon vinicolor_6.75_3.5
Rhizopogon vulgaris,Rhizopogon roseolus,SYNONYM,NA,Meiospores,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,6.75,3.5,NA,NA,NA,"In the “1KFG: Deep Sequencing of Ecologically-relevant Dikarya” project (CSP1974), we aim to sequence additional sampling of genomic diversity within keystone lineages of plant-interacting fungi and saprophytic fungi that are of special ecological importance for understanding terrestrial ecosystems. In addition, comparative genome analysis with saprotrophic, mycorrhizal and pathogenic fungi will provide new insights into the specific and conserved adaptations associated with each fungal lifestyle. This genome is part of a collaborative effort aimed at using genomics data to understand the evolutionary history, ecology, and genomic mechanisms of mutualistic ectomycorrhizal symbionts and their Pinaceae hosts. ; Rhizopogon vulgaris ; Rhizopogon vulgaris (Vittidani) M. Lange is an ectomycorrhizal truffle-forming fungus in the family Rhizopogonaceae. This species associates with Pinaceae host trees where it exchanges mineral nutrients for photosynthates. According to Trappe et al. (2007), it is relatively common in coastal and montane conifer forests North America, particularly in the western United States. The host specificity of R. vulgaris has not been explored in great depth, but this species has been confirmed to associate with both hard and soft pine hosts (Rusca et al. 2006). ; Rhizopogon is one of the most common ectomycorrhizal symbionts of the pine family (Pinaceae) in the northern hemisphere. Commonly known as ‘false truffles’, the mushrooms of this genus provide food for both wildlife and humans (Maser et al. 2009). Rhizopogon species have also been widely used in forest restoration following natural and human-made disturbances and likely play an important role in facilitating soil carbon sequestration in mycorrhizal forests. ; Please contact the PI for permission prior to the use of any data in publications. ; References: ; Trappe M, Evans F, Trappe JM. 2007. Field Guide to North American Truffles. Ten Speed Press, Berkeley, CA, USA. ; Rusca T, Kennedy PG, Bruns TD. 2006.  The effect of different pine hosts on the sampling of Rhizopogon spore banks in five eastern Sierra Nevada forests.  New Phytologist 170: 551-560. ; Maser C, Claridge AW, Trappe JM. 2009. Trees, Truffles, and Beasts: How Forests Function. Rudgers University Press, New Brunswick, NJ, USA.",https://www.natruffling.org/pogeykey.htm,,,Rhizopogon vulgaris_6.75_3.5
Rhizopogon vulgaris,Rhizopogon vulgaris,SYNONYM,Rhizopogon roseolus,Meiospores,,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Obligate association,Symbiotroph,Ectomycorrhizal,Plant Ectomycorrhizal,NA,6.75,3.5,NA,NA,NA,"In the “1KFG: Deep Sequencing of Ecologically-relevant Dikarya” project (CSP1974), we aim to sequence additional sampling of genomic diversity within keystone lineages of plant-interacting fungi and saprophytic fungi that are of special ecological importance for understanding terrestrial ecosystems. In addition, comparative genome analysis with saprotrophic, mycorrhizal and pathogenic fungi will provide new insights into the specific and conserved adaptations associated with each fungal lifestyle. This genome is part of a collaborative effort aimed at using genomics data to understand the evolutionary history, ecology, and genomic mechanisms of mutualistic ectomycorrhizal symbionts and their Pinaceae hosts. ; Rhizopogon vulgaris ; Rhizopogon vulgaris (Vittidani) M. Lange is an ectomycorrhizal truffle-forming fungus in the family Rhizopogonaceae. This species associates with Pinaceae host trees where it exchanges mineral nutrients for photosynthates. According to Trappe et al. (2007), it is relatively common in coastal and montane conifer forests North America, particularly in the western United States. The host specificity of R. vulgaris has not been explored in great depth, but this species has been confirmed to associate with both hard and soft pine hosts (Rusca et al. 2006). ; Rhizopogon is one of the most common ectomycorrhizal symbionts of the pine family (Pinaceae) in the northern hemisphere. Commonly known as ‘false truffles’, the mushrooms of this genus provide food for both wildlife and humans (Maser et al. 2009). Rhizopogon species have also been widely used in forest restoration following natural and human-made disturbances and likely play an important role in facilitating soil carbon sequestration in mycorrhizal forests. ; Please contact the PI for permission prior to the use of any data in publications. ; References: ; Trappe M, Evans F, Trappe JM. 2007. Field Guide to North American Truffles. Ten Speed Press, Berkeley, CA, USA. ; Rusca T, Kennedy PG, Bruns TD. 2006.  The effect of different pine hosts on the sampling of Rhizopogon spore banks in five eastern Sierra Nevada forests.  New Phytologist 170: 551-560. ; Maser C, Claridge AW, Trappe JM. 2009. Trees, Truffles, and Beasts: How Forests Function. Rudgers University Press, New Brunswick, NJ, USA.",https://www.natruffling.org/pogeykey.htm,,,Rhizopogon vulgaris_6.75_3.5
Rhizopus azygosporus,Rhizopus azygosporus,SYNONYM,Rhizopus microsporus,Multinucleate asexual spores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph,Human_Pathogen-Plant Pathogen,Human,NA,42.5,42.5,NA,NA,NA,http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=107231,,,,Rhizopus azygosporus_42.5_42.5
Rhizopus azygosporus,Rhizopus azygosporus,SYNONYM,Rhizopus microsporus,Mitospores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph,Human_Pathogen-Plant Pathogen,Human,NA,5.5,5.5,NA,NA,NA,http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=107231,,,,Rhizopus azygosporus_5.5_5.5
Rhizopus azygosporus,Rhizopus microsporus,SYNONYM,NA,Mitospores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph,Human_Pathogen-Plant Pathogen,Human,NA,5.5,5.5,32.46941734,1.029230769,1,http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=107231,,,,Rhizopus azygosporus_5.5_5.5
Rhizopus delemar,Rhizopus delemar,SYNONYM,Rhizopus arrhizus,Multinucleate sexual spores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph,Plant_Pathogen-Human_Pathogen,Human,NA,11.85,8.96,NA,NA,NA,"This copy of the genome of Rhizopus oryzae was obtained from the Rhizopus oryzae Database at the Broad Institute. ; In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into MycoCosm.",,,,Rhizopus delemar_11.85_8.96
Rhizopus delemar,Rhizopus arrhizus,SYNONYM,NA,Mitospores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph,Plant_Pathogen-Human_Pathogen,Human,NA,11.85375,8.965,114.4044835,1.318026316,1,"This copy of the genome of Rhizopus oryzae was obtained from the Rhizopus oryzae Database at the Broad Institute. ; In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into MycoCosm.",,,,Rhizopus delemar_11.85375_8.965
Rhizopus delemar,Rhizopus arrhizus,SYNONYM,NA,Mitospores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph,Plant_Pathogen-Human_Pathogen,Human,NA,11.85375,8.965,114.4044835,1.318026316,1,"This copy of the genome of Rhizopus oryzae was obtained from the Rhizopus oryzae Database at the Broad Institute. ; In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into MycoCosm.",,,,Rhizopus delemar_11.85375_8.965
Rhizopus delemar,Rhizopus delemar,SYNONYM,Rhizopus arrhizus,Multinucleate sexual spores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph,Plant_Pathogen-Human_Pathogen,Human,NA,140,140,NA,NA,NA,"This copy of the genome of Rhizopus oryzae was obtained from the Rhizopus oryzae Database at the Broad Institute. ; In order to allow comparative analyses with other fungal genomes sequenced by the Joint Genome Institute, a copy of this genome is incorporated into MycoCosm.",,,,Rhizopus delemar_140_140
Rhizopus oryzae,Rhizopus arrhizus,SYNONYM,NA,Mitospores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph-Saprotroph,Human_Pathogen Plant_Pathogen Saprotroph,Human,NA,11.85375,8.965,114.4044835,1.318026316,1,NA,,,,Rhizopus oryzae_11.85375_8.965
Rhizopus oryzae,Rhizopus oryzae,SYNONYM,Rhizopus arrhizus,Multinucleate sexual spores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph-Saprotroph,Human_Pathogen Plant_Pathogen Saprotroph,Human,NA,140,140,NA,NA,NA,NA,,,,Rhizopus oryzae_140_140
Rhizopus oryzae,Rhizopus arrhizus,SYNONYM,NA,Mitospores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph-Saprotroph,Human_Pathogen Plant_Pathogen Saprotroph,Human,NA,11.85375,8.965,114.4044835,1.318026316,1,NA,,,,Rhizopus oryzae_11.85375_8.965
Rhizopus oryzae,Rhizopus oryzae,SYNONYM,Rhizopus arrhizus,Mitospores,,Zygomycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,B_Opportunistic association,Pathotroph-Saprotroph,Human_Pathogen Plant_Pathogen Saprotroph,Human,NA,11.85,8.96,NA,NA,NA,NA,,,,Rhizopus oryzae_11.85_8.96
Rhizopus stolonifer,Rhizopus stolonifer,ACCEPTED,Rhizopus stolonifer,Mitospores,,"""Zygomycetous fungi""",Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Facultative association,Pathotroph-Symbiotroph,Endophyte-Plant_Pathogen,Plant necrotroph,NA,12.09230769,8.723076923,84.67135939,1.475860183,2,NA,,,,Rhizopus stolonifer_12.09230769_8.723076923
Rhizopus stolonifer,Rhizopus stolonifer,ACCEPTED,Rhizopus stolonifer,Mitospores,,"""Zygomycetous fungi""",Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Facultative association,Pathotroph-Symbiotroph,Endophyte-Plant_Pathogen,Plant necrotroph,NA,12.09230769,8.723076923,84.67135939,1.475860183,2,NA,,,,Rhizopus stolonifer_12.09230769_8.723076923
Rhodotorula diobovata,Rhodotorula diobovata,ACCEPTED,Rhodotorula diobovata,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhodotorula diobovata_NA_NA
Rhodotorula graminis,Rhodotorula graminis,ACCEPTED,Rhodotorula graminis,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Facultative association,Symbiotroph,Endophyte,Plant Endophyte,NA,NA,NA,NA,NA,NA,"Rhodotorula species have been isolated from a wide variety of environmental sources as diverse as active deep sea volcanoes and wastewater treatment areas and are associated with a range of plant species. R. graminis is a unicellular, pink-pigmented yeast species. Strain WP1 was isolated as an endophyte along with an assortment of bacteria within Populus trichocarpa (black cottonwood) growing in its native environment beside the Snoqualmie River in Western Washington state. Endophytes are microorganisms that live within plants without causing disease while generally providing growth benefits to the plant. Strain WP1 produces indole-3-acetic acid, a plant growth hormone and enhances growth of several different plant species. As an endophyte, WP1 is well-adapted to the plant environment, giving it several useful characteristics for biofuel and biochemical production. WP1 utilizes hexose as well as pentose sugars, produces high levels of the sugar alcohol, xylitol, and is resistant to several phytochemicals known to inhibit industrial yeast strains. Sequencing of the genome of strain WP1 should enable researchers to identify genes involved in pentose sugar metabolism as well as genes associated with plant-microbe interactions and plant growth promotion.",I did not find spore data. It is a Yeast,,,Rhodotorula graminis_NA_NA
Rhodotorula kratochvilovae,Rhodotorula kratochvilovae,ACCEPTED,Rhodotorula kratochvilovae,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhodotorula kratochvilovae_NA_NA
Rhodotorula mucilaginosa,Rhodotorula mucilaginosa,ACCEPTED,Rhodotorula mucilaginosa,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,NA,NA,NA,NA,NA,NA,"Rhodotorula mucilaginosa ATCC 58901 is a red-colored basidiomycetous fungus that produces carotenoids. It was isolated from decayed, fallen Eucryphia cordifolia, Chile and can grow on a wide range of carbon sources. The strain was obtained from the ATCC http://www.atcc.org/.Reference  Ramirez C, Gonzalez A. Rhodotorula grinbergsii sp. nov. isolated from decayed wood in the evergreen rainy Valdivian forest of southern Chile. Mycopathologia 88: 51-53, 1984.",I did not find spore data. It is a Yeast,,,Rhodotorula mucilaginosa_NA_NA
Rhodotorula mucilaginosa,Rhodotorula mucilaginosa,ACCEPTED,Rhodotorula mucilaginosa,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,B_Opportunistic association,Pathotroph,Human_Pathogen,Human,NA,NA,NA,NA,NA,NA,Rhodotorula mucilaginosa J31 is a red-colored basidiomycetous fungus that produces carotenoids. The strain was isolated from soil in the United States and can grow on a wide range of carbon sources.,I did not find spore data. It is a Yeast,,,Rhodotorula mucilaginosa_NA_NA
Rhodotorula paludigena,Rhodotorula paludigena,ACCEPTED,Rhodotorula paludigena,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhodotorula paludigena_NA_NA
Rhodotorula sp. CCFEE 5036,Rhodotorula sp. CCFEE 5036,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhodotorula sp. CCFEE 5036_NA_NA
Rhodotorula sp. FNED722,Rhodotorula sp. FNED722,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhodotorula sp. FNED722_NA_NA
Rhodotorula sp. JG1b,Rhodotorula sp. JG1b,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhodotorula sp. JG1b_NA_NA
Rhodotorula taiwanensis,Rhodotorula taiwanensis,ACCEPTED,Rhodotorula taiwanensis,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The genome sequence and gene models of Rhodotorula taiwanensis MD1149 were not determined by the Joint Genome Institute (JGI), but were downloaded from Ensembl Fungi on April 11, 2020. Please note that this copy of the genome is not maintained by Ensembl and is therefore not automatically updated. The JGI Annotation Pipeline was used to add additional functional annotation to the author's chromosomes and proteins.",,,,Rhodotorula taiwanensis_NA_NA
Rhodotorula toruloides,Rhodotorula toruloides,ACCEPTED,Rhodotorula toruloides,NA,,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Rhodotorula toruloides_NA_NA
Rhynchosporium agropyri,Rhynchosporium agropyri,ACCEPTED,Rhynchosporium agropyri,Mitospores,,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Facultative association,Pathotroph,Plant_Pathogen,Plant Pathogen Necrotroph,NA,27,3,NA,NA,NA,"The genome sequence and gene models of Rhynchosporium agropyri 04CH RACA61 were not determined by the Joint Genome Institute (JGI), but were downloaded from Ensembl Fungi on April 11, 2020. Please note that this copy of the genome is not maintained by Ensembl and is therefore not automatically updated. The JGI Annotation Pipeline was used to add additional functional annotation to the author's chromosomes and proteins.","According to the description in Two new species of Rhynchosporium, this species is morphologically undistigushible from Rhynchosporium secalis. Thus the dimension are from this species as found in the description: http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=102367 ",,,Rhynchosporium agropyri_27_3
Rhynchosporium commune,Rhynchosporium commune,SYNONYM,Rhynchosporium graminicola,NA,,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The genome sequence and gene models of Rhynchosporium commune UK7 were not determined by the Joint Genome Institute (JGI), but were downloaded from Ensembl Fungi on April 11, 2020. Please note that this copy of the genome is not maintained by Ensembl and is therefore not automatically updated. The JGI Annotation Pipeline was used to add additional functional annotation to the author's chromosomes and proteins.",,,,Rhynchosporium commune_NA_NA
Rhynchosporium commune,Rhynchosporium graminicola,SYNONYM,NA,Mitospores,,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Facultative association,Pathotroph,Plant_Pathogen,Plant Pathogen Necrotroph,NA,16,3.6,NA,NA,NA,"The genome sequence and gene models of Rhynchosporium commune UK7 were not determined by the Joint Genome Institute (JGI), but were downloaded from Ensembl Fungi on April 11, 2020. Please note that this copy of the genome is not maintained by Ensembl and is therefore not automatically updated. The JGI Annotation Pipeline was used to add additional functional annotation to the author's chromosomes and proteins.",https://nt.ars-grin.gov/taxadescriptions/factsheets/index.cfm?thisapp=Ceratocystisfagacearum,,,Rhynchosporium commune_16_3.6
Rhynchosporium secalis,Rhynchosporium secalis,ACCEPTED,Rhynchosporium secalis,Mitospores,,Ascomycota,Leotiomycetes,Helotiales,Not assigned,Rhynchosporium,Facultative association,Pathotroph,Plant_Pathogen,Plant necrotroph,NA,16.875,3.6375,48.87140072,4.657745981,1,"The genome sequence and gene models of Rhynchosporium secalis 02CH4 6a1 were not determined by the Joint Genome Institute (JGI), but were downloaded from Ensembl Fungi on April 11, 2020. Please note that this copy of the genome is not maintained by Ensembl and is therefore not automatically updated. The JGI Annotation Pipeline was used to add additional functional annotation to the author's chromosomes and proteins.",,,,Rhynchosporium secalis_16.875_3.6375
